Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome
OG0011225	AT5G65220.1 pep chromosome_TAIR10_5_26061165_26062682_1 gene_AT5G65220 transcript_AT5G65220.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL29 description_AT5G65220 protein [Source_UniProtKB/TrEMBL;Acc_B9DH43]	
OG0011226	AT1G02320.1 pep chromosome_TAIR10_1_461828_461974_1 gene_AT1G02320 transcript_AT1G02320.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G02320]	
OG0011227	AT4G29900.2 pep chromosome_TAIR10_4_14611225_14619573_-1 gene_AT4G29900 transcript_AT4G29900.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ACA10 description_Calcium-transporting ATPase 10_ plasma membrane-type [Source_UniProtKB/Swiss-Prot;Acc_Q9SZR1]	
OG0011228	AT4G29900.1 pep chromosome_TAIR10_4_14610883_14619685_-1 gene_AT4G29900 transcript_AT4G29900.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ACA10 description_Calcium-transporting ATPase 10_ plasma membrane-type [Source_UniProtKB/Swiss-Prot;Acc_Q9SZR1]	
OG0011229	AT5G49890.1 pep chromosome_TAIR10_5_20288055_20292432_-1 gene_AT5G49890 transcript_AT5G49890.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CLC-C description_Chloride channel protein CLC-c [Source_UniProtKB/Swiss-Prot;Acc_Q96282]	
OG0011230	ATCG00190.1 pep chromosome_TAIR10_Pt_23111_26329_-1 gene_ATCG00190 transcript_ATCG00190.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPOB description_DNA-directed RNA polymerase subunit beta [Source_UniProtKB/TrEMBL;Acc_A0A1B1W4T9]	
OG0011231	AT1G30400.1 pep chromosome_TAIR10_1_10727317_10738092_1 gene_AT1G30400 transcript_AT1G30400.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ABCC1 description_ABC transporter C family member 1 [Source_UniProtKB/Swiss-Prot;Acc_Q9C8G9]	
OG0011232	AT1G30400.2 pep chromosome_TAIR10_1_10727649_10738055_1 gene_AT1G30400 transcript_AT1G30400.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ABCC1 description_ABC transporter C family member 1 [Source_UniProtKB/Swiss-Prot;Acc_Q9C8G9]	
OG0011233	AT2G15340.1 pep chromosome_TAIR10_2_6677225_6677928_1 gene_AT2G15340 transcript_AT2G15340.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Expressed protein [Source_UniProtKB/TrEMBL;Acc_Q9SJP7]	
OG0011234	AT5G62998.1 pep chromosome_TAIR10_5_25279882_25279995_-1 gene_AT5G62998 transcript_AT5G62998.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G62998]	
OG0011235	AT1G64405.1 pep chromosome_TAIR10_1_23923517_23924395_1 gene_AT1G64405 transcript_AT1G64405.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g64405 [Source_UniProtKB/TrEMBL;Acc_Q3ECI5]	
OG0011236	AT4G31030.1 pep chromosome_TAIR10_4_15111217_15111599_-1 gene_AT4G31030 transcript_AT4G31030.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative membrane lipoprotein [Source_UniProtKB/TrEMBL;Acc_O65547]	
OG0011237	AT5G11680.1 pep chromosome_TAIR10_5_3758809_3760913_1 gene_AT5G11680 transcript_AT5G11680.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Classical AGP protein [Source_UniProtKB/TrEMBL;Acc_Q9LYG2]	
OG0011238	AT4G23970.1 pep chromosome_TAIR10_4_12445378_12445680_-1 gene_AT4G23970 transcript_AT4G23970.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein AT4g23970 [Source_UniProtKB/TrEMBL;Acc_Q9T0B1]	
OG0011239	AT4G04925.1 pep chromosome_TAIR10_4_2505979_2506786_1 gene_AT4G04925 transcript_AT4G04925.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g04925 [Source_UniProtKB/TrEMBL;Acc_Q8LFB8]	
OG0011240	AT3G52240.1 pep chromosome_TAIR10_3_19372634_19375960_-1 gene_AT3G52240 transcript_AT3G52240.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transcriptional regulator ATRX [Source_UniProtKB/TrEMBL;Acc_Q8GYC9]	
OG0011241	AT5G55500.1 pep chromosome_TAIR10_5_22482125_22484631_1 gene_AT5G55500 transcript_AT5G55500.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_XYLT description_Glycosyltransferase _Fragment_ [Source_UniProtKB/TrEMBL;Acc_W8PUA9]	
OG0011242	AT4G22190.1 pep chromosome_TAIR10_4_11741780_11743318_-1 gene_AT4G22190 transcript_AT4G22190.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Serine/arginine repetitive matrix-like protein [Source_UniProtKB/TrEMBL;Acc_Q8L4C5]	
OG0011243	AT3G55820.1 pep chromosome_TAIR10_3_20713709_20714825_1 gene_AT3G55820 transcript_AT3G55820.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g55820 [Source_UniProtKB/TrEMBL;Acc_Q9M043]	
OG0011244	AT2G29452.1 pep chromosome_TAIR10_2_12625854_12625985_-1 gene_AT2G29452 transcript_AT2G29452.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G29452]	
OG0011245	AT5G42504.1 pep chromosome_TAIR10_5_16996900_16997127_1 gene_AT5G42504 transcript_AT5G42504.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G42504]	
OG0011246	AT5G58920.1 pep chromosome_TAIR10_5_23793129_23794245_1 gene_AT5G58920 transcript_AT5G58920.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Homeobox prospero protein [Source_UniProtKB/TrEMBL;Acc_Q8GWJ8]	
OG0011247	AT2G30980.1 pep chromosome_TAIR10_2_13182025_13185973_-1 gene_AT2G30980 transcript_AT2G30980.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ASK6 description_SKdZeta [Source_UniProtKB/TrEMBL;Acc_A0A178W1X9]	
OG0011248	ATMG01000.1 pep chromosome_TAIR10_Mt_260963_261307_-1 gene_ATMG01000 transcript_ATMG01000.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ORF114 description_Uncharacterized mitochondrial protein AtMg01000 [Source_UniProtKB/Swiss-Prot;Acc_P92534]	
OG0011249	AT1G77030.1 pep chromosome_TAIR10_1_28947743_28951655_-1 gene_AT1G77030 transcript_AT1G77030.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RH29 description_Putative DEAD-box ATP-dependent RNA helicase 29 [Source_UniProtKB/Swiss-Prot;Acc_O49289]	
OG0011250	AT3G02710.1 pep chromosome_TAIR10_3_583113_585948_1 gene_AT3G02710 transcript_AT3G02710.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_ARM repeat superfamily protein [Source_UniProtKB/TrEMBL;Acc_A3KPF3]	
OG0011251	AT2G46630.1 pep chromosome_TAIR10_2_19145218_19147147_1 gene_AT2G46630 transcript_AT2G46630.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative extensin [Source_UniProtKB/TrEMBL;Acc_Q9ZNU3]	
OG0011252	AT5G17180.1 pep chromosome_TAIR10_5_5651396_5651807_1 gene_AT5G17180 transcript_AT5G17180.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At5g17180 [Source_UniProtKB/TrEMBL;Acc_Q9FFJ1]	
OG0011253	AT3G46617.1 pep chromosome_TAIR10_3_17175028_17175987_-1 gene_AT3G46617 transcript_AT3G46617.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011254	AT1G12680.1 pep chromosome_TAIR10_1_4319877_4323265_-1 gene_AT1G12680 transcript_AT1G12680.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PEPKR2 description_Serine/threonine-protein kinase PEPKR2 [Source_UniProtKB/Swiss-Prot;Acc_Q8W490]	
OG0011255	AT5G66090.1 pep chromosome_TAIR10_5_26425680_26427172_1 gene_AT5G66090 transcript_AT5G66090.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Cell wall integrity/stress response component [Source_UniProtKB/TrEMBL;Acc_Q9FKX3]	
OG0011256	AT3G26030.1 pep chromosome_TAIR10_3_9516953_9519563_1 gene_AT3G26030 transcript_AT3G26030.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_B'DELTA description_Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B' delta isoform [Source_UniProtKB/Swiss-Prot;Acc_Q9ZQY6]	
OG0011257	AT1G09830.1 pep chromosome_TAIR10_1_3192568_3195044_-1 gene_AT1G09830 transcript_AT1G09830.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PUR2 description_Phosphoribosylamine--glycine ligase_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_P52420]	
OG0011258	AT3G56910.1 pep chromosome_TAIR10_3_21069411_21070356_-1 gene_AT3G56910 transcript_AT3G56910.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PSRP5 description_50S ribosomal protein 5_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q9LER7]	
OG0011259	AT3G62400.2 pep chromosome_TAIR10_3_23089596_23090821_1 gene_AT3G62400 transcript_AT3G62400.2 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G62400]	
OG0011260	AT5G25940.1 pep chromosome_TAIR10_5_9054122_9055255_-1 gene_AT5G25940 transcript_AT5G25940.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Early nodulin-like protein [Source_UniProtKB/TrEMBL;Acc_Q9XGZ3]	
OG0011261	AT4G00026.1 pep chromosome_TAIR10_4_10815_13359_-1 gene_AT4G00026 transcript_AT4G00026.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TIM21 description_Probable mitochondrial import inner membrane translocase subunit TIM21 [Source_UniProtKB/Swiss-Prot;Acc_Q1G3L1]	
OG0011262	AT2G42860.1 pep chromosome_TAIR10_2_17833700_17835113_1 gene_AT2G42860 transcript_AT2G42860.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Expressed protein [Source_UniProtKB/TrEMBL;Acc_Q9SJH1]	
OG0011263	AT2G34186.1 pep chromosome_TAIR10_2_14435854_14435949_-1 gene_AT2G34186 transcript_AT2G34186.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G34186]	
OG0011264	AT4G16410.1 pep chromosome_TAIR10_4_9261866_9262601_-1 gene_AT4G16410 transcript_AT4G16410.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q8VZK4]	
OG0011265	AT1G08370.1 pep chromosome_TAIR10_1_2638037_2640663_1 gene_AT1G08370 transcript_AT1G08370.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_DCP1 description_mRNA-decapping enzyme-like protein [Source_UniProtKB/Swiss-Prot;Acc_Q9SJF3]	
OG0011266	AT3G20340.1 pep chromosome_TAIR10_3_7092765_7093526_-1 gene_AT3G20340 transcript_AT3G20340.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g20340 [Source_UniProtKB/TrEMBL;Acc_Q9LTR0]	
OG0011267	AT3G57787.1 pep chromosome_TAIR10_3_21404843_21405233_1 gene_AT3G57787 transcript_AT3G57787.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011268	AT5G52810.1 pep chromosome_TAIR10_5_21399331_21400686_1 gene_AT5G52810 transcript_AT5G52810.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SARD4 description_Protein SAR DEFICIENT 4 [Source_UniProtKB/Swiss-Prot;Acc_Q9FLY0]	
OG0011269	AT5G44340.1 pep chromosome_TAIR10_5_17859136_17861150_-1 gene_AT5G44340 transcript_AT5G44340.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TUBB4 description_Tubulin beta-4 chain [Source_UniProtKB/Swiss-Prot;Acc_P24636]	
OG0011270	AT4G35430.1 pep chromosome_TAIR10_4_16835989_16836421_-1 gene_AT4G35430 transcript_AT4G35430.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g35430 [Source_UniProtKB/TrEMBL;Acc_Q3E9Q9]	
OG0011271	ATCG00130.1 pep chromosome_TAIR10_Pt_11529_12798_-1 gene_ATCG00130 transcript_ATCG00130.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATPF description_ATP synthase subunit b_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_P56759]	
OG0011272	AT5G52920.1 pep chromosome_TAIR10_5_21463467_21466880_1 gene_AT5G52920 transcript_AT5G52920.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PKP2 description_Pyruvate kinase [Source_UniProtKB/TrEMBL;Acc_A0A178U9G2]	
OG0011273	AT4G14480.1 pep chromosome_TAIR10_4_8329906_8331864_-1 gene_AT4G14480 transcript_AT4G14480.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_BLUS1 description_Serine/threonine-protein kinase BLUS1 [Source_UniProtKB/Swiss-Prot;Acc_O23304]	
OG0011274	AT1G05055.1 pep chromosome_TAIR10_1_1448631_1450901_-1 gene_AT1G05055 transcript_AT1G05055.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GTF2H2 description_General transcription factor IIH subunit [Source_UniProtKB/TrEMBL;Acc_A0A178W5Z7]	
OG0011275	AT1G74230.1 pep chromosome_TAIR10_1_27914602_27917097_1 gene_AT1G74230 transcript_AT1G74230.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RBG5 description_Glycine-rich RNA-binding protein 5_ mitochondrial [Source_UniProtKB/Swiss-Prot;Acc_Q9C909]	
OG0011276	AT3G07910.1 pep chromosome_TAIR10_3_2522918_2524168_-1 gene_AT3G07910 transcript_AT3G07910.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_AT3g07910/F17A17_25 [Source_UniProtKB/TrEMBL;Acc_Q9SFC3]	
OG0011277	AT2G30100.1 pep chromosome_TAIR10_2_12847518_12849708_1 gene_AT2G30100 transcript_AT2G30100.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Pentatricopeptide repeat-containing protein At2g30100_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q0WNN7]	
OG0011278	AT3G27120.1 pep chromosome_TAIR10_3_10000248_10004306_-1 gene_AT3G27120 transcript_AT3G27120.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FIGL1 description_ATPase family AAA domain-containing protein FIGL1 [Source_UniProtKB/Swiss-Prot;Acc_F4JEX5]	
OG0011279	AT1G11925.1 pep chromosome_TAIR10_1_4025930_4026733_-1 gene_AT1G11925 transcript_AT1G11925.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_F12F1.21 protein [Source_UniProtKB/TrEMBL;Acc_O65387]	
OG0011280	AT4G14020.1 pep chromosome_TAIR10_4_8095050_8095749_-1 gene_AT4G14020 transcript_AT4G14020.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g14020 [Source_UniProtKB/TrEMBL;Acc_O23263]	
OG0011281	AT1G79200.1 pep chromosome_TAIR10_1_29794373_29796114_1 gene_AT1G79200 transcript_AT1G79200.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SCI1 description_SCI1 [Source_UniProtKB/TrEMBL;Acc_A0A178WDT9]	
OG0011282	AT1G65481.1 pep chromosome_TAIR10_1_24340736_24341919_-1 gene_AT1G65481 transcript_AT1G65481.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ endomembrane system. [Source_TAIR;Acc_AT1G65481]	
OG0011283	AT3G06895.1 pep chromosome_TAIR10_3_2178129_2178291_1 gene_AT3G06895 transcript_AT3G06895.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_F17A9.5 protein [Source_UniProtKB/TrEMBL;Acc_Q9M909]	
OG0011284	AT1G09625.1 pep chromosome_TAIR10_1_3117137_3117567_-1 gene_AT1G09625 transcript_AT1G09625.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q1G3V0]	
OG0011285	AT5G16210.1 pep chromosome_TAIR10_5_5290696_5298169_-1 gene_AT5G16210 transcript_AT5G16210.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_AT5g16210/T21H19_130 [Source_UniProtKB/TrEMBL;Acc_Q8VYW7]	
OG0011286	AT4G16980.1 pep chromosome_TAIR10_4_9556783_9557939_1 gene_AT4G16980 transcript_AT4G16980.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Arabinogalactan family protein [Source_UniProtKB/TrEMBL;Acc_Q9FT76]	
OG0011287	AT5G24316.1 pep chromosome_TAIR10_5_8279176_8279969_-1 gene_AT5G24316 transcript_AT5G24316.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Proline-rich family protein [Source_UniProtKB/TrEMBL;Acc_Q8L8V7]	
OG0011288	AT3G09922.1 pep chromosome_TAIR10_3_3050989_3051530_1 gene_AT3G09922 transcript_AT3G09922.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_IPS1 description_induced by phosphate starvation1 [Source_TAIR;Acc_AT3G09922]	
OG0011289	AT3G09620.2 pep chromosome_TAIR10_3_2949152_2952220_-1 gene_AT3G09620 transcript_AT3G09620.2 gene_biotype_protein_coding transcript_biotype_protein_coding description_P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source_UniProtKB/TrEMBL;Acc_A0A1I9LRR1]	
OG0011290	AT3G09620.1 pep chromosome_TAIR10_3_2949152_2952205_-1 gene_AT3G09620 transcript_AT3G09620.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source_UniProtKB/TrEMBL;Acc_A0A1I9LRR1]	
OG0011291	AT1G72440.1 pep chromosome_TAIR10_1_27268092_27273935_-1 gene_AT1G72440 transcript_AT1G72440.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_EDA25 description_CCAAT-binding factor [Source_UniProtKB/TrEMBL;Acc_F4IDC2]	
OG0011292	AT5G55430.1 pep chromosome_TAIR10_5_22464589_22465227_1 gene_AT5G55430 transcript_AT5G55430.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q9FJ67]	
OG0011293	AT5G57569.1 pep chromosome_TAIR10_5_23312029_23312401_1 gene_AT5G57569 transcript_AT5G57569.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011294	AT2G45730.1 pep chromosome_TAIR10_2_18836264_18839273_-1 gene_AT2G45730 transcript_AT2G45730.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_tRNA _adenine_58_-N_1__-methyltransferase non-catalytic subunit TRM6 [Source_UniProtKB/TrEMBL;Acc_O80846]	
OG0011295	AT3G15635.1 pep chromosome_TAIR10_3_5297396_5297786_1 gene_AT3G15635 transcript_AT3G15635.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011296	AT5G03910.1 pep chromosome_TAIR10_5_1054078_1057172_-1 gene_AT5G03910 transcript_AT5G03910.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ABCB29 description_ATH12 [Source_UniProtKB/TrEMBL;Acc_A0A178USA1]	
OG0011297	AT1G60550.1 pep chromosome_TAIR10_1_22305780_22308289_-1 gene_AT1G60550 transcript_AT1G60550.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MENB description_1_4-dihydroxy-2-naphthoyl-CoA synthase_ peroxisomal [Source_UniProtKB/Swiss-Prot;Acc_Q8GYN9]	
OG0011298	AT1G69680.1 pep chromosome_TAIR10_1_26204805_26206991_1 gene_AT1G69680 transcript_AT1G69680.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g69680/T6C23_12 [Source_UniProtKB/TrEMBL;Acc_Q94C15]	
OG0011299	AT4G24600.1 pep chromosome_TAIR10_4_12699973_12700478_1 gene_AT4G24600 transcript_AT4G24600.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein AT4g24600 [Source_UniProtKB/TrEMBL;Acc_Q9SB55]	
OG0011300	AT3G13432.1 pep chromosome_TAIR10_3_4371441_4372226_1 gene_AT3G13432 transcript_AT3G13432.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_Q56YQ1]	
OG0011301	AT2G07627.1 pep chromosome_TAIR10_2_3298498_3298716_-1 gene_AT2G07627 transcript_AT2G07627.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011302	AT5G02680.1 pep chromosome_TAIR10_5_604918_608193_1 gene_AT5G02680 transcript_AT5G02680.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_LOCATED IN_ endomembrane system; EXPRESSED IN_ 21 plant structures; EXPRESSED DURING_ 13 growth stages; BEST Arabidopsis thaliana protein match is_ methionine--tRNA ligase_ putative / methionyl-tRNA synthetase_ putative / MetRS_ putative _TAIR_AT4G1 /.../_; Ha. [Source_TAIR;Acc_AT5G02680]	
